yy,gear,flag,lond,latd,alb_mt,bet_mt,skj_mt,yft_mt
1953,L,JP,197.50,32.50,3.261,130.594,0,0.242
1953,L,JP,202.50,2.50,2.631,0,0,1.029
1953,L,JP,202.50,7.50,0.042,104.855,0,39.020
1953,P,JP,117.50,22.50,0,0.631,21.399,0
1953,P,JP,122.50,22.50,0,1.892,311.884,164.551
1953,P,JP,122.50,27.50,0,0,0.788,0
1953,P,JP,127.50,22.50,0,0,233.521,59.977
1953,P,JP,127.50,27.50,0,0,222.869,103.037
1953,P,JP,127.50,32.50,0,0,109.676,15.379
1953,P,JP,132.50,22.50,0,1.388,140.887,24.606
1953,P,JP,132.50,27.50,0,10.975,245.101,9.228
1953,P,JP,132.50,32.50,0,1.892,123.895,23.068
1953,P,JP,137.50,22.50,0,0.378,246.536,66.898
1953,P,JP,137.50,27.50,0,13.246,414.894,43.829
1953,P,JP,137.50,32.50,0,79.344,454.859,219.148
1953,P,JP,137.50,37.50,0,0,3.242,0
1953,P,JP,142.50,22.50,0,10.848,1543.922,242.986
1953,P,JP,142.50,27.50,0,215.578,731.967,272.974
1953,P,JP,142.50,32.50,0,138.881,1482.966,143.793
1953,P,JP,142.50,37.50,0,10.217,210.224,7.689
1953,P,JP,142.50,42.50,0,0,4.215,0
1953,P,JP,147.50,22.50,0,3.279,1960.342,212.998
1953,P,JP,147.50,27.50,0,61.053,175.999,45.369
1953,P,JP,147.50,32.50,0,292.900,2291.355,735.875
1953,P,JP,147.50,37.50,0,141.152,6195.547,34.602
1953,P,JP,147.50,42.50,0,0,1301.832,0
1953,P,JP,152.50,22.50,0,13.497,1414.788,96.119
1953,P,JP,152.50,27.50,0,31.535,55.439,49.981
1953,P,JP,152.50,32.50,0,522.356,3444.645,667.438
1953,P,JP,152.50,37.50,0,80.226,11547.323,939.640
1953,P,JP,152.50,42.50,0,5.928,10560.943,8.458
1953,P,JP,152.50,47.50,0,0,3.335,0
1953,P,JP,157.50,22.50,0,0,1078.127,53.825
1953,P,JP,157.50,27.50,0,117.818,77.114,26.144
1953,P,JP,157.50,32.50,0,439.605,4049.340,422.146
1953,P,JP,157.50,37.50,0,36.833,7174.131,373.703
1953,P,JP,157.50,42.50,0,1.009,5355.065,0
1953,P,JP,157.50,47.50,0,0,1.389,0
1953,P,JP,162.50,22.50,0,0,128.849,71.511
1953,P,JP,162.50,27.50,0,17.786,67.804,9.227
1953,P,JP,162.50,32.50,0,149.606,592.050,83.814
1953,P,JP,162.50,37.50,0,0.126,1131.065,0
1953,P,JP,162.50,42.50,0,0,436.660,0
1953,S,JP,137.50,32.50,0,309.396,1685.532,630.108
1953,S,JP,142.50,32.50,0,309.600,1685.400,630
1954,L,JP,112.50,7.50,0,20.217,0,61.117
1954,L,JP,112.50,12.50,4.842,233.229,0,455.893
1954,L,JP,112.50,17.50,0.616,15.365,0,58.139
1954,L,JP,117.50,2.50,0,4.467,0,8.525
1954,L,JP,117.50,7.50,0,1.736,0,11.694
1954,L,JP,117.50,12.50,2.141,61.394,0.049,134.187
1954,L,JP,117.50,17.50,0,20.636,0,65.739
1954,L,JP,122.50,2.50,0,35.438,0,87.490
1954,L,JP,122.50,7.50,0,11.082,0,27.380
1954,L,JP,122.50,12.50,0,0,0,0
1954,L,JP,122.50,17.50,0.616,2.282,0,9.927
1954,L,JP,122.50,22.50,0.168,3.697,0.018,55.020
1954,L,JP,122.50,27.50,0,0,0,1.163
1954,L,JP,122.50,32.50,0,0,0,0.001
1954,L,JP,127.50,2.50,0,18.868,0.442,171.059
1954,L,JP,127.50,7.50,0.112,62.741,0.009,158.835
1954,L,JP,127.50,12.50,4.786,24.204,0.134,86.544
1954,L,JP,127.50,17.50,1.218,4.115,0,15.834
1954,L,JP,127.50,22.50,1.344,12.824,0.018,153.873
1954,L,JP,127.50,27.50,13.142,21.825,0,30.508
1954,L,JP,127.50,32.50,0,0,0.018,0.132
1954,L,JP,132.50,2.50,2.338,35.600,1.962,494.718
1954,L,JP,132.50,7.50,2.071,211.041,0.268,293.627
1954,L,JP,132.50,12.50,13.996,37.189,0.102,69.987
1954,L,JP,132.50,17.50,28.957,24.010,0.179,69.585
1954,L,JP,132.50,22.50,38.641,79.201,0.089,347.807
1954,L,JP,132.50,27.50,287.923,196.266,0,146.416
1954,L,JP,132.50,32.50,188.753,126.353,0,143.050
1954,L,JP,132.50,37.50,0,0,0,0.003
1954,L,JP,137.50,-2.50,3.937,9.578,0,135.148
1954,L,JP,137.50,2.50,2.001,108.600,0.183,890.433
1954,L,JP,137.50,7.50,0.154,235.616,0.129,276.955
1954,L,JP,137.50,12.50,0,0.643,0,4.156
1954,L,JP,137.50,17.50,12.190,12.728,0,34.309
1954,L,JP,137.50,22.50,8.944,39.246,0.009,61.862
1954,L,JP,137.50,27.50,1095.361,669.761,0.134,143.730
1954,L,JP,137.50,32.50,806.710,602.646,0.148,273.659
1954,L,JP,137.50,37.50,0,0,0,0.001
1954,L,JP,142.50,-12.50,55.625,6.621,0,261.834
1954,L,JP,142.50,-2.50,7.875,40.724,0.321,592.879
1954,L,JP,142.50,2.50,0.700,152.984,0.745,855.876
1954,L,JP,142.50,7.50,0.700,138.943,0.928,247.078
1954,L,JP,142.50,12.50,0.812,10.414,0,12.144
1954,L,JP,142.50,17.50,0.070,0.289,0,2.952
1954,L,JP,142.50,22.50,2.492,32.785,0.009,56.976
1954,L,JP,142.50,27.50,1515.622,256.275,1.008,107.166
1954,L,JP,142.50,32.50,4474.635,1736.068,1.285,246.433
1954,L,JP,142.50,37.50,100.164,85.790,0.821,22.999
1954,L,JP,142.50,42.50,0,11.636,0,22.546
1954,L,JP,147.50,-17.50,32.145,62.550,0,569.964
1954,L,JP,147.50,-12.50,321.879,70.072,0.526,1619.865
1954,L,JP,147.50,-7.50,6.362,7.586,0,259.080
1954,L,JP,147.50,-2.50,27.229,56.346,0.174,699.423
1954,L,JP,147.50,2.50,1.274,40.513,0.067,117.860
1954,L,JP,147.50,7.50,0.168,21.679,0.009,49.332
1954,L,JP,147.50,12.50,0,0,0,4.252
1954,L,JP,147.50,17.50,0,0,0.018,1.294
1954,L,JP,147.50,22.50,1.624,1.993,0.076,18.516
1954,L,JP,147.50,27.50,1087.033,369.675,2.365,56.578
1954,L,JP,147.50,32.50,1946.603,258.749,0.424,16.223
1954,L,JP,147.50,37.50,59.171,42.749,0.027,5.324
1954,L,JP,147.50,42.50,0.112,0.514,0,0.233
1954,L,JP,152.50,-27.50,25.636,9.193,0.134,225.263
1954,L,JP,152.50,-22.50,103.503,33.171,0.214,943.358
1954,L,JP,152.50,-17.50,320.370,27.354,0.294,511.969
1954,L,JP,152.50,-12.50,430.849,67.758,0.366,1062.694
1954,L,JP,152.50,-7.50,47.293,45.065,0.236,765.919
1954,L,JP,152.50,-2.50,1.378,71.806,0.174,488.159
1954,L,JP,152.50,2.50,10.217,62.032,0.566,268.144
1954,L,JP,152.50,7.50,1.582,206.857,0.085,276.313
1954,L,JP,152.50,12.50,0.154,11.186,0,4.156
1954,L,JP,152.50,17.50,0,0,0,5.902
1954,L,JP,152.50,22.50,5.276,17.036,0.018,26.591
1954,L,JP,152.50,27.50,331.183,345.791,1.106,22.170
1954,L,JP,152.50,32.50,442.738,169.778,0.531,5.285
1954,L,JP,152.50,37.50,32.679,134.614,0.063,3.534
1954,L,JP,152.50,42.50,0,2.668,0,0
1954,L,JP,157.50,-27.50,418.148,90.835,1.236,567.614
1954,L,JP,157.50,-22.50,340.837,73.608,0.465,758.784
1954,L,JP,157.50,-17.50,367.346,32.851,0.250,240.371
1954,L,JP,157.50,-12.50,652.162,77.045,0.455,452.323
1954,L,JP,157.50,-7.50,37.831,30.987,0.477,242.880
1954,L,JP,157.50,-2.50,0.282,9.741,0,159.323
1954,L,JP,157.50,2.50,4.017,28.399,0.076,118.980
1954,L,JP,157.50,7.50,0.252,71.765,0,66.570
1954,L,JP,157.50,12.50,0,8.518,0,2.324
1954,L,JP,157.50,17.50,0,0,0,0.692
1954,L,JP,157.50,22.50,0.168,7.746,0,1.141
1954,L,JP,157.50,27.50,225.561,58.210,0.517,2.567
1954,L,JP,157.50,32.50,432.578,138.953,0.331,6.180
1954,L,JP,157.50,37.50,190.811,345.760,0.049,7.755
1954,L,JP,157.50,42.50,2.827,3.439,0,0
1954,L,JP,162.50,-27.50,154.402,21.696,0,63.836
1954,L,JP,162.50,-22.50,490.975,38.474,0.307,157.606
1954,L,JP,162.50,-17.50,1033.330,79.201,1.307,517.592
1954,L,JP,162.50,-12.50,1450.484,220.916,2.882,1727.433
1954,L,JP,162.50,-7.50,16.598,11.604,0.031,148.684
1954,L,JP,162.50,-2.50,0.029,0.289,0,17.870
1954,L,JP,162.50,2.50,0.420,19.318,0,38.890
1954,L,JP,162.50,7.50,5.010,76.243,0.076,70.719
1954,L,JP,162.50,12.50,0,0.771,0,0.068
1954,L,JP,162.50,17.50,0,0,0,0.105
1954,L,JP,162.50,22.50,0,0,0,0.096
1954,L,JP,162.50,27.50,283.374,48.312,0.263,1.739
1954,L,JP,162.50,32.50,1092.338,190.414,0.437,5.944
1954,L,JP,162.50,37.50,258.224,301.339,0.152,6.088
1954,L,JP,162.50,42.50,0.364,8.582,0,0
1954,L,JP,162.50,47.50,0,0,0,0
1954,L,JP,167.50,-27.50,361.381,45.835,0.008,65.110
1954,L,JP,167.50,-22.50,187.021,22.211,0.084,99.014
1954,L,JP,167.50,-17.50,942.614,46.318,1.480,690.699
1954,L,JP,167.50,-12.50,702.616,67.919,0.829,634.764
1954,L,JP,167.50,-7.50,2.842,1.125,0.004,4.871
1954,L,JP,167.50,-2.50,0.117,0.257,0,1.823
1954,L,JP,167.50,2.50,0.084,2.057,0,15.410
1954,L,JP,167.50,7.50,0.364,61.361,0.027,63.927
1954,L,JP,167.50,12.50,0,2.025,0,0.129
1954,L,JP,167.50,17.50,4.408,0.289,0,1.837
1954,L,JP,167.50,27.50,234.546,59.914,0.700,0.703
1954,L,JP,167.50,32.50,908.344,226.544,0.874,7.170
1954,L,JP,167.50,37.50,696.989,291.439,0.018,2.594
1954,L,JP,167.50,42.50,50.719,31.789,0,0.229
1954,L,JP,172.50,-27.50,202.118,35.325,0.027,51.673
1954,L,JP,172.50,-22.50,512.699,44.229,0.241,146.827
1954,L,JP,172.50,-17.50,101.755,7.296,0.049,50.976
1954,L,JP,172.50,-12.50,14.185,0.996,0,10.946
1954,L,JP,172.50,-2.50,2.040,0.997,0,11.696
1954,L,JP,172.50,2.50,0.056,0.836,0,17.080
1954,L,JP,172.50,7.50,1.218,121.210,0,51.593
1954,L,JP,172.50,12.50,0.574,52.168,0,17.388
1954,L,JP,172.50,17.50,0.028,1.414,0,0.064
1954,L,JP,172.50,27.50,24.562,12.214,0.049,0.287
1954,L,JP,172.50,32.50,273.116,182.121,0.352,2.241
1954,L,JP,172.50,37.50,238.477,115.554,0.009,2.127
1954,L,JP,177.50,-27.50,8.582,2.829,0,3.277
1954,L,JP,177.50,-22.50,49.355,10.093,0.040,13.765
1954,L,JP,177.50,-17.50,57.566,1.799,0,88.497
1954,L,JP,177.50,-12.50,17.817,1.511,0,15.455
1954,L,JP,177.50,-7.50,5.640,1.029,0,8.310
1954,L,JP,177.50,-2.50,1.749,0.643,0,4.454
1954,L,JP,177.50,2.50,0,3.246,0,54.874
1954,L,JP,177.50,7.50,9.153,313.167,0.794,58.448
1954,L,JP,177.50,12.50,3.849,107.679,0.165,20.897
1954,L,JP,177.50,27.50,65.162,24.493,0.165,3.220
1954,L,JP,177.50,32.50,786.557,468.161,0.883,10.823
1954,L,JP,177.50,37.50,72.957,80.101,0.009,1.899
1954,L,JP,182.50,-22.50,2.975,0.450,0.018,1.527
1954,L,JP,182.50,-17.50,24.670,0.772,0.107,46.919
1954,L,JP,182.50,-12.50,5.381,0.129,0.009,8.419
1954,L,JP,182.50,2.50,1.358,26.993,0,196.678
1954,L,JP,182.50,7.50,4.241,282.271,0.080,24.393
1954,L,JP,182.50,12.50,0.588,83.990,0,6.474
1954,L,JP,182.50,27.50,61.830,177.268,0.232,20.707
1954,L,JP,182.50,32.50,142.358,186.524,0.138,1.411
1954,L,JP,182.50,37.50,61.005,111.953,0.049,1.249
1954,L,JP,187.50,-22.50,71.633,2.346,0.058,30.758
1954,L,JP,187.50,-17.50,45.610,2.025,0.067,25.357
1954,L,JP,187.50,-12.50,2.718,0.193,0,2.429
1954,L,JP,187.50,-7.50,4.679,0.835,0.045,5.345
1954,L,JP,187.50,-2.50,25.236,18.771,0.339,327.961
1954,L,JP,187.50,2.50,7.348,76.904,0.156,584.738
1954,L,JP,187.50,7.50,0.882,346.921,0,67.326
1954,L,JP,187.50,12.50,2.016,531.418,0.201,37.569
1954,L,JP,187.50,22.50,0,0.643,0,0
1954,L,JP,187.50,27.50,13.478,360.772,0.049,7.520
1954,L,JP,187.50,32.50,25.528,229.081,0.049,0.323
1954,L,JP,187.50,37.50,6.536,6.011,0,1.168
1954,L,JP,192.50,-12.50,5.211,0.129,0,3.394
1954,L,JP,192.50,-2.50,1.218,0.321,0,8.492
1954,L,JP,192.50,2.50,1.806,17.487,0.027,125.179
1954,L,JP,192.50,7.50,0.084,184.826,0,16.512
1954,L,JP,192.50,12.50,0.084,231.751,0.518,11.471
1954,L,JP,192.50,22.50,0,1.800,0,0
1954,L,JP,192.50,27.50,2.897,441.547,0.031,15.912
1954,L,JP,192.50,32.50,12.316,204.204,0.245,0.685
1954,L,JP,197.50,-17.50,1.950,0.514,0,0.200
1954,L,JP,197.50,2.50,2.589,9.993,0.401,45.860
1954,L,JP,197.50,7.50,0,11.677,0.018,0.125
1954,L,JP,197.50,12.50,0,30.600,0.036,1.073
1954,L,JP,197.50,27.50,0.168,59.754,0,6.212
1954,L,JP,202.50,-22.50,0.487,0.064,0,1.888
1954,L,JP,202.50,-17.50,3.011,0,0,1.056
1954,L,JP,202.50,-7.50,3.320,0.129,0,3.637
1954,L,JP,202.50,-2.50,1.976,4.693,0.054,101.424
1954,L,JP,202.50,2.50,8.593,17.775,1.093,510.199
1954,L,JP,202.50,7.50,0,60.364,0,46.363
1954,L,JP,202.50,22.50,0,0,0,0
1954,L,JP,202.50,27.50,0,9.289,0,0
1954,L,JP,202.50,37.50,0,0,0,0
1954,L,JP,207.50,-22.50,0.289,0,0,1.267
1954,L,JP,207.50,2.50,0.112,2.282,0,22.738
1954,L,JP,207.50,7.50,0,1.415,0,5.534
1954,L,JP,207.50,12.50,0,0,0,0.059
1954,L,JP,207.50,17.50,0,0,0,0.001
1954,L,JP,207.50,22.50,0,0,0,0.001
1954,L,JP,207.50,37.50,0,0,0,0.001
1954,P,JP,117.50,22.50,0,0.552,28.751,0
1954,P,JP,122.50,22.50,0,1.656,419.074,134.334
1954,P,JP,122.50,27.50,0,0,1.057,0
1954,P,JP,127.50,22.50,0,0,313.777,48.962
1954,P,JP,127.50,27.50,0,0,299.462,84.116
1954,P,JP,127.50,32.50,0,0,147.367,12.554
1954,P,JP,132.50,22.50,0,1.214,189.313,20.088
1954,P,JP,132.50,27.50,0,9.603,329.337,7.533
1954,P,JP,132.50,32.50,0,1.656,166.471,18.832
1954,P,JP,137.50,22.50,0,0.331,331.262,54.614
1954,P,JP,137.50,27.50,0,11.591,557.479,35.782
1954,P,JP,137.50,32.50,0,69.427,611.193,178.904
1954,P,JP,137.50,37.50,0,0,4.356,0
1954,P,JP,142.50,22.50,0,9.492,2074.534,198.367
1954,P,JP,142.50,27.50,0,188.633,983.529,222.847
1954,P,JP,142.50,32.50,0,121.525,1992.637,117.388
1954,P,JP,142.50,37.50,0,8.941,282.473,6.277
1954,P,JP,142.50,42.50,0,0,5.663,0
1954,P,JP,147.50,22.50,0,2.870,2634.075,173.882
1954,P,JP,147.50,27.50,0,53.421,236.484,37.036
1954,P,JP,147.50,32.50,0,256.295,3078.851,600.747
1954,P,JP,147.50,37.50,0,123.512,8324.842,28.249
1954,P,JP,147.50,42.50,0,0,1749.244,0
1954,P,JP,152.50,22.50,0,11.810,1901.028,78.465
1954,P,JP,152.50,27.50,0,27.594,74.490,40.803
1954,P,JP,152.50,32.50,0,457.065,4628.516,544.875
1954,P,JP,152.50,37.50,0,70.199,15515.927,767.095
1954,P,JP,152.50,42.50,0,5.188,14190.555,6.905
1954,P,JP,152.50,47.50,0,0,4.480,0
1954,P,JP,157.50,22.50,0,0,1448.658,43.940
1954,P,JP,157.50,27.50,0,103.091,103.617,21.343
1954,P,JP,157.50,32.50,0,384.662,5441.033,344.627
1954,P,JP,157.50,37.50,0,32.231,9639.766,305.080
1954,P,JP,157.50,42.50,0,0.883,7195.502,0
1954,P,JP,157.50,47.50,0,0,1.867,0
1954,P,JP,162.50,22.50,0,0,173.133,58.380
1954,P,JP,162.50,27.50,0,15.564,91.109,7.533
1954,P,JP,162.50,32.50,0,130.903,795.523,68.424
1954,P,JP,162.50,37.50,0,0.110,1519.792,0
1954,P,JP,162.50,42.50,0,0,586.733,0
1954,S,JP,137.50,32.50,0,179.952,2267.064,2000.448
1954,S,JP,142.50,32.50,0,180,2267.100,2000.400
1955,L,JP,102.50,2.50,0.308,1.613,0,4.377
1955,L,JP,107.50,7.50,0,2.996,0,7.611
1955,L,JP,112.50,7.50,0,39.765,0,70.490
1955,L,JP,112.50,12.50,1.763,129.401,0.040,297.895
1955,L,JP,112.50,17.50,0,2.173,0,1.149
1955,L,JP,117.50,2.50,0,0.099,0,0.686
1955,L,JP,117.50,12.50,4.618,19.850,0,36.233
1955,L,JP,117.50,17.50,0,15.077,0,9.471
1955,L,JP,122.50,2.50,0,9.876,0,18.529
1955,L,JP,122.50,7.50,0,3.556,0,6.290
1955,L,JP,122.50,12.50,0,0,0,0
1955,L,JP,122.50,17.50,0.322,2.337,0.178,16.231
1955,L,JP,122.50,22.50,0.182,2.734,0,67.012
1955,L,JP,122.50,27.50,0,0.823,0,1.799
1955,L,JP,122.50,32.50,0,0,0,0.001
1955,L,JP,127.50,2.50,0.042,24.359,0.045,130.263
1955,L,JP,127.50,7.50,0,4.116,0,7.281
1955,L,JP,127.50,12.50,1.316,1.285,0.268,7
1955,L,JP,127.50,17.50,1.232,5.431,0.044,30.788
1955,L,JP,127.50,22.50,3.779,23.043,0.044,292.877
1955,L,JP,127.50,27.50,9.070,60.867,0,84.956
1955,L,JP,127.50,32.50,0,0.198,0,0.366
1955,L,JP,132.50,2.50,1.414,37.231,0.044,217.288
1955,L,JP,132.50,7.50,0.154,228.619,0.379,208.962
1955,L,JP,132.50,12.50,2.617,5.793,0.687,24.738
1955,L,JP,132.50,17.50,21.538,41.083,0.116,121.922
1955,L,JP,132.50,22.50,38.684,77.887,0.107,166.791
1955,L,JP,132.50,27.50,249.073,240.831,0.009,149.720
1955,L,JP,132.50,32.50,136.900,178.453,0,98.538
1955,L,JP,132.50,37.50,0,0,0,0
1955,L,JP,137.50,-2.50,0.479,15.439,0,175.363
1955,L,JP,137.50,2.50,1.232,93.159,0.076,505.213
1955,L,JP,137.50,7.50,2.925,275.364,0.255,280.185
1955,L,JP,137.50,12.50,0.224,27.158,0,42.377
1955,L,JP,137.50,17.50,1.470,10.303,0,47.232
1955,L,JP,137.50,22.50,7.838,38.185,0.022,72.851
1955,L,JP,137.50,27.50,1198.954,516.689,1.869,96.166
1955,L,JP,137.50,32.50,652.092,1001.152,0.223,263.670
1955,L,JP,137.50,37.50,0,0,0,0
1955,L,JP,142.50,-12.50,0.262,0.790,0,23.366
1955,L,JP,142.50,-7.50,0,0.922,0,1.361
1955,L,JP,142.50,-2.50,1.023,27.751,0.259,238.418
1955,L,JP,142.50,2.50,0.840,196.062,1.210,879.170
1955,L,JP,142.50,7.50,0.182,217.230,1.156,334.558
1955,L,JP,142.50,12.50,1.162,5.662,0.013,6.375
1955,L,JP,142.50,17.50,0.168,0.560,0.018,2.491
1955,L,JP,142.50,22.50,2.534,121.502,0.112,145.999
1955,L,JP,142.50,27.50,414.747,250.378,1.499,69.412
1955,L,JP,142.50,32.50,3411.452,1329.021,2.743,119.845
1955,L,JP,142.50,37.50,77.518,53.987,0.036,5.375
1955,L,JP,142.50,42.50,0,2.074,0,6.982
1955,L,JP,147.50,-17.50,4.393,8.789,0.031,128.530
1955,L,JP,147.50,-12.50,4.410,3.161,0,148.719
1955,L,JP,147.50,-7.50,0.327,19.390,0,105.923
1955,L,JP,147.50,-2.50,0.430,26.666,0.442,341.029
1955,L,JP,147.50,2.50,7.572,140.036,0.517,505.723
1955,L,JP,147.50,7.50,0.630,72.751,0.294,156.155
1955,L,JP,147.50,12.50,0.140,0.987,0,3.020
1955,L,JP,147.50,17.50,0.392,9.613,0.067,8.437
1955,L,JP,147.50,22.50,4.115,120.581,0.053,86.641
1955,L,JP,147.50,27.50,666.058,125.289,2.854,28.754
1955,L,JP,147.50,32.50,1588.845,149.451,0.696,10.780
1955,L,JP,147.50,37.50,21.943,50.234,0.134,0.717
1955,L,JP,147.50,42.50,0,4.576,0.758,0
1955,L,JP,152.50,-27.50,106.953,33.380,0.080,152.199
1955,L,JP,152.50,-22.50,35.148,9.020,0.035,123.261
1955,L,JP,152.50,-17.50,97.807,10.205,0.308,148.372
1955,L,JP,152.50,-12.50,159.260,16.131,0.272,222.688
1955,L,JP,152.50,-7.50,2.344,14.879,0.250,187.529
1955,L,JP,152.50,-2.50,1.008,21.693,0.147,164.003
1955,L,JP,152.50,2.50,8.495,220.488,3.523,735.057
1955,L,JP,152.50,7.50,1.862,316.447,0.367,322.277
1955,L,JP,152.50,12.50,0.630,2.371,0,3.602
1955,L,JP,152.50,17.50,0,0,0,3.563
1955,L,JP,152.50,22.50,1.218,177.299,0.161,53.193
1955,L,JP,152.50,27.50,281.234,116.037,0.472,8.064
1955,L,JP,152.50,32.50,261.165,166.204,0.156,8.256
1955,L,JP,152.50,37.50,104.473,169.761,0.807,8.722
1955,L,JP,152.50,42.50,0,3.753,0,0
1955,L,JP,157.50,-32.50,2.413,6.189,0,3.762
1955,L,JP,157.50,-27.50,201.572,29.297,0.063,133.011
1955,L,JP,157.50,-22.50,196.961,33.346,0.013,215.618
1955,L,JP,157.50,-17.50,40.779,8.033,0.004,39.650
1955,L,JP,157.50,-12.50,72.367,7.175,0.018,100.298
1955,L,JP,157.50,-7.50,4.597,20.607,0,140.898
1955,L,JP,157.50,-2.50,0.934,15.406,0.223,131.496
1955,L,JP,157.50,2.50,5.179,154.189,3.118,591.578
1955,L,JP,157.50,7.50,0.700,122.097,0.151,126.354
1955,L,JP,157.50,12.50,0,0.099,0,1.164
1955,L,JP,157.50,17.50,0,0,0,0.417
1955,L,JP,157.50,22.50,0.196,12.871,0,3.282
1955,L,JP,157.50,27.50,53.742,307.130,0.143,5.046
1955,L,JP,157.50,32.50,662.069,420.469,0.977,13.952
1955,L,JP,157.50,37.50,83.202,420.502,1.253,25.186
1955,L,JP,157.50,42.50,1.134,44.703,0,0.669
1955,L,JP,162.50,-27.50,11.378,0.264,0,3.459
1955,L,JP,162.50,-22.50,24.615,0.955,0,6.300
1955,L,JP,162.50,-17.50,1.791,0.198,0,2.650
1955,L,JP,162.50,-12.50,103.433,12.773,0.040,186.908
1955,L,JP,162.50,-7.50,1.836,8.790,0.027,52.227
1955,L,JP,162.50,-2.50,3.906,14.746,0.036,157.593
1955,L,JP,162.50,2.50,1.232,89.341,0.406,327.458
1955,L,JP,162.50,7.50,1.162,270.756,0.138,270.732
1955,L,JP,162.50,12.50,0.056,12.213,0,6.539
1955,L,JP,162.50,17.50,0,0,0,0.064
1955,L,JP,162.50,22.50,0.070,1.415,0,0.123
1955,L,JP,162.50,27.50,53.938,144.643,0.094,4.154
1955,L,JP,162.50,32.50,871.816,496.280,0.456,7.106
1955,L,JP,162.50,37.50,343.960,370.399,0.219,9.518
1955,L,JP,162.50,42.50,16.696,23.207,0,0.490
1955,L,JP,162.50,47.50,0,0,0,0
1955,L,JP,167.50,-27.50,6.791,1.054,0,1.639
1955,L,JP,167.50,-22.50,5.552,0.659,0,2.257
1955,L,JP,167.50,-17.50,83.970,8.987,0.138,429.475
1955,L,JP,167.50,-12.50,118.296,19.916,0.643,293.476
1955,L,JP,167.50,-7.50,2.303,2.929,0.018,15.212
1955,L,JP,167.50,-2.50,14.792,25.973,0.058,194.607
1955,L,JP,167.50,2.50,0.854,46.614,0.463,176.280
1955,L,JP,167.50,7.50,0.336,177.564,0.116,96.094
1955,L,JP,167.50,12.50,0.630,106.095,0,8.726
1955,L,JP,167.50,17.50,0,0,0,0.001
1955,L,JP,167.50,22.50,0,2.337,0.009,0.096
1955,L,JP,167.50,27.50,30.845,11.753,0,0.192
1955,L,JP,167.50,32.50,728.869,435.611,0.451,6.020
1955,L,JP,167.50,37.50,554.769,546.745,0.129,11.098
1955,L,JP,167.50,42.50,17.592,36.111,0.013,0.817
1955,L,JP,172.50,-27.50,601.780,62.150,0.865,166.127
1955,L,JP,172.50,-22.50,472.873,45.856,0.945,162.229
1955,L,JP,172.50,-17.50,482.032,49.937,2.542,218.128
1955,L,JP,172.50,-12.50,557.883,78.082,2.823,325.694
1955,L,JP,172.50,-7.50,221.862,68.766,1.146,244.541
1955,L,JP,172.50,-2.50,47.261,105.373,0.661,582.024
1955,L,JP,172.50,2.50,1.134,65.344,0.209,322.647
1955,L,JP,172.50,7.50,1.708,345.547,0.325,116.661
1955,L,JP,172.50,12.50,0.364,136.776,0.504,33.553
1955,L,JP,172.50,27.50,25.835,44.638,0.013,0.319
1955,L,JP,172.50,32.50,513.945,346.929,1.110,13.634
1955,L,JP,172.50,37.50,209.858,214.003,0.138,9.837
1955,L,JP,172.50,42.50,4.226,24.557,0.009,0.293
1955,L,JP,177.50,-27.50,343.888,39.995,0.130,108.555
1955,L,JP,177.50,-22.50,647.469,125.584,1.141,383.892
1955,L,JP,177.50,-17.50,338.702,46.054,0.958,399.011
1955,L,JP,177.50,-12.50,316.368,39.701,1.035,172.279
1955,L,JP,177.50,-7.50,159.706,32.359,0.682,243.344
1955,L,JP,177.50,-2.50,72.020,28.540,0.156,307.006
1955,L,JP,177.50,2.50,1.064,46.415,0.093,265.285
1955,L,JP,177.50,7.50,0.294,353.776,0.705,145.078
1955,L,JP,177.50,12.50,1.624,442.163,0.467,71.773
1955,L,JP,177.50,22.50,0,0.165,0,0
1955,L,JP,177.50,27.50,56.653,60.999,0.089,1.563
1955,L,JP,177.50,32.50,642.729,413.127,1.494,2.697
1955,L,JP,177.50,37.50,156.746,158.799,0.205,2.089
1955,L,JP,177.50,42.50,3.541,0,0,0
1955,L,JP,182.50,-27.50,157.355,13.694,0.553,70.090
1955,L,JP,182.50,-22.50,110.039,20.574,0.308,99.773
1955,L,JP,182.50,-17.50,67.315,7.636,0.080,119.895
1955,L,JP,182.50,-12.50,37.831,3.819,0,33.076
1955,L,JP,182.50,-7.50,132.656,23.274,0.112,222.282
1955,L,JP,182.50,-2.50,87.174,42.464,0.226,398.454
1955,L,JP,182.50,2.50,9.882,128.021,0.477,851.855
1955,L,JP,182.50,7.50,0.686,279.709,0.071,128.325
1955,L,JP,182.50,12.50,3.541,856.672,0.482,62.794
1955,L,JP,182.50,17.50,0.616,20.508,0,9.057
1955,L,JP,182.50,22.50,0,0.823,0,0
1955,L,JP,182.50,27.50,11.911,88.979,0.035,9.408
1955,L,JP,182.50,32.50,175.528,309.796,0.678,6.083
1955,L,JP,182.50,37.50,73.979,167.457,0.112,0.081
1955,L,JP,182.50,42.50,10.874,22.483,0,0
1955,L,JP,187.50,-27.50,620.009,38.020,0.487,163.094
1955,L,JP,187.50,-22.50,286.918,61.492,0.918,175.210
1955,L,JP,187.50,-17.50,13.384,3.656,0.009,23.558
1955,L,JP,187.50,-12.50,66.229,8.921,0.045,59.498
