yy,gear,flag,lond,latd,alb_mt,alb_no,bet_mt,bet_no,skj_mt,skj_no,yft_mt,yft_no
2001,Z,VU,172.50,2.50,0,0,0,0,0,0,0,0
2001,Z,VU,177.50,-7.50,0,0,0,0,0,0,0,0
2001,Z,VU,177.50,-2.50,0,0,36.845,5993,1368.449,441561,422.722,30802
2001,Z,VU,177.50,2.50,0,0,4.075,924,679.802,167355,35.181,1241
2001,Z,VU,177.50,7.50,0,0,3.991,614,48.883,18801,7.892,849
2001,Z,VU,182.50,2.50,0,0,15.031,2099,502.814,130180,44.233,5878
2001,Z,VU,182.50,7.50,0,0,2.283,326,213.871,48582,6.653,950
2001,Z,VU,187.50,2.50,0,0,0.288,41,159.873,34016,1.879,268
2001,Z,VU,187.50,7.50,0,0,0,0,0,0,0,0
2001,Z,VU,192.50,2.50,0,0,0,0,0,0,0,0
2001,Z,VU,192.50,7.50,0,0,0.465,33,239.734,66593,2.862,106
2002,L,AU,142.50,-12.50,1.077,65,5.045,179,0.020,2,92.851,3469
2002,L,AU,147.50,-42.50,0,0,1.083,19,0,0,0,0
2002,L,AU,147.50,-37.50,0.104,10,0,0,0,0,0.613,55
2002,L,AU,147.50,-17.50,26.392,1586,146.417,5361,0.217,37,240.572,8822
2002,L,AU,147.50,-12.50,24.337,1606,21.570,757,0.112,20,145.394,5423
2002,L,AU,152.50,-42.50,0.006,1,0.056,1,0,0,0,0
2002,L,AU,152.50,-37.50,37.565,3997,50.088,1261,0.174,57,262.615,10831
2002,L,AU,152.50,-32.50,87.407,8387,142.841,4139,5.180,926,802.554,27628
2002,L,AU,152.50,-27.50,123.752,10443,164.260,5408,3.187,569,811.566,28417
2002,L,AU,152.50,-22.50,60.201,4618,101.044,4280,0.164,34,418.114,17015
2002,L,AU,152.50,-17.50,20.152,1328,41.702,1519,0.162,28,52.843,1961
2002,L,AU,152.50,-12.50,0.067,4,0.019,1,0,0,0.640,20
2002,L,AU,157.50,-37.50,0.049,6,0.167,2,0,0,0.345,10
2002,L,AU,157.50,-32.50,24.402,2156,51.965,1565,0,0,69.667,1735
2002,L,AU,157.50,-27.50,140.071,12667,204.938,7298,0.186,35,386.036,10483
2002,L,AU,157.50,-22.50,22.578,1840,30.085,1073,0.046,8,74.486,2350
2002,L,AU,157.50,-17.50,1.592,111,0.974,22,0.007,1,1.743,50
2002,L,AU,162.50,-37.50,0.618,48,1.183,29,0,0,0.419,9
2002,L,AU,162.50,-32.50,16.270,1683,25.141,682,0,0,27.432,731
2002,L,AU,162.50,-27.50,37.015,3426,22.986,641,0,0,77.603,2191
2002,L,AU,162.50,-22.50,0,0,0,0,0,0,0,0
2002,L,AU,167.50,-32.50,1.299,102,2.379,55,0,0,0.590,18
2002,L,AU,167.50,-27.50,0.841,75,1.803,47,0,0,1.892,58
2002,L,BZ,142.50,2.50,0,0,0.270,6,0,0,0.390,12
2002,L,BZ,142.50,7.50,0,0,0.690,15,0,0,0.931,33
2002,L,BZ,147.50,2.50,0,0,21.730,529,0,0,4.670,165
2002,L,BZ,147.50,7.50,0,0,0.510,15,0,0,0.600,24
2002,L,BZ,147.50,12.50,0,0,0.420,12,0,0,0.180,6
2002,L,BZ,152.50,-2.50,0,0,0,0,0,0,2.943,120
2002,L,BZ,152.50,2.50,0,0,76.891,1936,0,0,37.658,1326
2002,L,BZ,157.50,-27.50,29.915,2745,0.219,6,0,0,0.081,3
2002,L,BZ,157.50,2.50,0,0,0.060,3,0,0,0.300,12
2002,L,BZ,162.50,-27.50,177.269,16661,1.039,27,0,0,0.243,9
2002,L,BZ,167.50,-2.50,8.698,661,41.873,1412,0,0,36.406,1463
2002,L,BZ,172.50,-7.50,3.529,255,8.851,282,0,0,20.493,832
2002,L,BZ,172.50,-2.50,1.366,105,5.887,183,0,0,4.280,174
2002,L,BZ,177.50,22.50,4.205,180,0.547,27,0,0,0.889,48
2002,L,BZ,177.50,27.50,1.502,57,0,0,0,0,0,0
2002,L,BZ,182.50,-27.50,33.829,2728,0,0,0,0,0.255,9
2002,L,BZ,182.50,-22.50,59.010,4325,0.156,6,0,0,1.460,72
2002,L,BZ,182.50,-7.50,0.943,69,6.782,222,0,0,6.383,216
2002,L,BZ,187.50,-32.50,3.004,273,0.075,3,0,0,0.054,3
2002,L,BZ,187.50,-27.50,99.165,8902,2.151,57,0,0,0.504,21
2002,L,BZ,187.50,-22.50,9.191,472,0,0,0,0,0,0
2002,L,BZ,187.50,-17.50,3.349,165,0,0,0,0,0,0
2002,L,BZ,187.50,27.50,0.601,36,0.472,21,0,0,0,0
2002,L,BZ,187.50,32.50,6.608,523,0.469,21,0,0,0,0
2002,L,BZ,192.50,-32.50,11.714,1039,0.300,6,0,0,0,0
2002,L,BZ,192.50,-27.50,157.293,12987,3.139,102,0,0,1.192,48
2002,L,BZ,192.50,-22.50,25.088,1345,0.180,6,0,0,0.240,12
2002,L,BZ,192.50,-17.50,50.793,2520,0.120,3,0,0,4.893,222
2002,L,BZ,192.50,-7.50,50.340,3530,21.061,916,0,0,12.726,462
2002,L,BZ,192.50,27.50,2.703,225,0.919,45,0,0,0,0
2002,L,BZ,192.50,32.50,18.922,2340,1.895,75,0,0,0,0
2002,L,BZ,192.50,37.50,70.067,7175,0,0,0,0,0,0
2002,L,BZ,192.50,42.50,21.064,2048,0,0,0,0,0,0
2002,L,BZ,197.50,-27.50,182.153,14687,4.817,180,0,0,1.601,66
2002,L,BZ,197.50,-22.50,11.915,979,1.316,51,0,0,0.931,36
2002,L,BZ,197.50,-7.50,50.291,3673,19.881,790,0,0,17.354,633
2002,L,BZ,197.50,-2.50,5.046,255,23.247,805,0,0,1.848,48
2002,L,BZ,197.50,32.50,6.908,988,0,0,0,0,0,0
2002,L,BZ,197.50,37.50,16.520,1406,0,0,0,0,0,0
2002,L,BZ,197.50,42.50,37.760,3856,0,0,0,0,0,0
2002,L,BZ,202.50,-27.50,130.676,11567,0.531,12,0,0,0.463,18
2002,L,BZ,202.50,-17.50,24.900,2268,0.535,15,0,0,0.084,3
2002,L,BZ,202.50,-12.50,304.380,27549,5.106,135,0,0,2.730,96
2002,L,BZ,202.50,-2.50,3.634,210,13.050,457,0,0,1.577,45
2002,L,BZ,202.50,27.50,5.106,354,0.075,6,0,0,0,0
2002,L,BZ,202.50,32.50,15.920,1610,0.363,12,0,0,0.174,6
2002,L,BZ,202.50,37.50,9.020,675,0,0,0,0,0,0
2002,L,BZ,202.50,42.50,1.691,108,0,0,0,0,0,0
2002,L,BZ,207.50,-42.50,0,0,0,0,0,0,0,0
2002,L,BZ,207.50,-27.50,15.603,1078,0.315,12,0,0,0.066,3
2002,L,BZ,207.50,-12.50,7.284,540,8.590,417,0,0,3.770,180
2002,L,BZ,207.50,-7.50,87.043,5968,108.488,4788,0,0,56.182,2421
2002,L,BZ,207.50,-2.50,0.420,24,0.796,21,0,0,0.826,24
2002,L,BZ,207.50,27.50,126.149,11158,7.980,514,0,0,0.523,18
2002,L,BZ,207.50,32.50,119.063,10831,7.716,333,0,0,1.216,45
2002,L,BZ,207.50,37.50,54.562,4607,0.120,12,0,0,0,0
2002,L,BZ,212.50,-42.50,23.386,1904,0,0,0,0,0,0
2002,L,BZ,212.50,-37.50,3.226,249,0,0,0,0,0,0
2002,L,BZ,212.50,-32.50,7.644,564,0.075,3,0,0,0,0
2002,L,BZ,212.50,-27.50,17.817,946,0.336,12,0,0,0,0
2002,L,BZ,212.50,-12.50,3.935,252,4.160,198,0,0,2.974,207
2002,L,BZ,212.50,-7.50,12.029,787,5.181,300,0,0,5.481,366
2002,L,BZ,217.50,-42.50,0.601,45,0,0,0,0,0,0
2002,L,BZ,217.50,-37.50,0,0,0,0,0,0,0,0
2002,L,BZ,217.50,-32.50,12.432,1021,0.123,6,0,0,0,0
2002,L,BZ,222.50,-42.50,17.496,1511,0,0,0,0,0,0
2002,L,BZ,222.50,-37.50,0.805,66,0,0,0,0,0,0
2002,L,BZ,222.50,-32.50,352.518,23037,2.793,75,0,0,1.504,60
2002,L,BZ,222.50,-27.50,15.027,991,0.354,15,0,0,0.108,3
2002,L,BZ,227.50,-42.50,17.120,1568,0,0,0,0,0,0
2002,L,BZ,227.50,-37.50,33.414,2853,0,0,0,0,0,0
2002,L,BZ,227.50,-32.50,82.522,5094,0.792,21,0,0,0.177,6
2002,L,BZ,227.50,-27.50,51.811,2877,1.511,39,0,0,0.063,3
2002,L,BZ,227.50,-17.50,7.056,579,0,0,0,0,0.081,3
2002,L,BZ,227.50,-7.50,7.719,499,0,0,0,0,0.045,3
2002,L,CK,192.50,-17.50,0.600,65,0,0,0,0,0,0
2002,L,CK,192.50,-12.50,312.144,18098,13.829,512,6.392,1093,12.477,408
2002,L,CK,192.50,-7.50,9.870,581,4.445,156,0.186,29,1.475,51
2002,L,CK,197.50,-22.50,31.076,1463,7.479,198,0.445,59,3.584,121
2002,L,CK,197.50,-17.50,56.189,3068,2.575,56,0.016,4,2.440,90
2002,L,CK,197.50,-12.50,213.204,13094,18.043,726,7.771,1572,14.543,479
2002,L,CK,202.50,-27.50,0.662,28,0,0,0.015,2,0.110,2
2002,L,CK,202.50,-22.50,37.065,1706,9.762,213,0.756,106,5.812,194
2002,L,CK,202.50,-17.50,29.312,1392,2.144,52,0.014,3,4.607,158
2002,L,CK,202.50,-12.50,3.538,209,0.195,8,0,0,0.088,3
2002,L,CN,132.50,2.50,0,0,6.852,171,0,0,8.821,361
2002,L,CN,132.50,7.50,0.286,11,49.150,1175,0,0,23.522,878
2002,L,CN,137.50,2.50,0.017,1,64.748,1624,0,0,25.377,942
2002,L,CN,137.50,7.50,2.067,84,177.728,4476,0,0,82.174,2913
2002,L,CN,137.50,12.50,0,0,0,0,0,0,0.049,1
2002,L,CN,142.50,7.50,0,0,1.374,39,0,0,0.490,19
2002,L,CN,147.50,7.50,0,0,0,0,0,0,0,0
2002,L,CN,157.50,-27.50,5.836,645,0.091,3,0,0,0.548,22
2002,L,CN,157.50,2.50,0.049,2,102.152,2954,0,0,37.136,1525
2002,L,CN,157.50,7.50,0.608,31,247.131,7096,0,0,51.932,1943
2002,L,CN,162.50,-27.50,30.638,3332,0.698,21,0,0,1.765,77
2002,L,CN,162.50,-12.50,6.468,368,0.062,4,0,0,3.104,91
2002,L,CN,162.50,2.50,0,0,15.465,454,0,0,5.228,192
2002,L,CN,162.50,7.50,0.024,1,37.246,1079,0,0,16.972,653
2002,L,CN,167.50,-27.50,14.225,1675,0.090,4,0,0,0.103,5
2002,L,CN,167.50,-17.50,4.321,275,0.338,13,0,0,1.031,35
2002,L,CN,167.50,-12.50,20.254,1151,0.829,19,0,0,8.614,310
2002,L,CN,167.50,2.50,0,0,42.569,1197,0,0,14.084,498
2002,L,CN,167.50,7.50,3.240,85,252.559,6814,0,0,53.187,1864
2002,L,CN,172.50,-27.50,227.691,19183,4.255,139,0,0,3.747,139
2002,L,CN,172.50,-22.50,0.697,40,0.069,2,0,0,0.186,6
2002,L,CN,172.50,-17.50,180.290,12320,9.579,377,0,0,44.642,1454
2002,L,CN,172.50,-12.50,128.741,8000,19.040,746,0.371,69,49.537,1774
2002,L,CN,172.50,-7.50,26.645,1851,12.908,480,0.033,6,16.870,597
2002,L,CN,172.50,2.50,0,0,22.710,659,0,0,4.384,150
2002,L,CN,172.50,7.50,0.523,13,155.006,4121,0,0,36.232,1219
2002,L,CN,177.50,-27.50,40.353,4222,0.491,17,0,0,0.450,20
2002,L,CN,177.50,-22.50,9.656,710,0.015,1,0,0,0.219,9
2002,L,CN,177.50,-17.50,1.320,71,0.303,11,0,0,0.314,10
2002,L,CN,177.50,-12.50,15.535,905,1.204,46,0.137,30,6.263,205
2002,L,CN,177.50,7.50,0,0,12.942,314,0,0,2.511,74
2002,L,CN,177.50,12.50,0,0,1.617,41,0,0,0.158,5
2002,L,CN,177.50,22.50,0,0,0,0,0,0,0,0
2002,L,CN,177.50,42.50,0.073,6,0,0,0,0,0,0
2002,L,CN,182.50,22.50,1.094,61,0.756,29,0,0,0.636,26
2002,L,CN,187.50,-27.50,80.957,7686,1.071,37,0,0,0.629,24
2002,L,CN,187.50,27.50,0.973,50,0.494,29,0,0,0,0
2002,L,CN,187.50,32.50,11.086,714,2.462,122,0,0,0,0
2002,L,CN,192.50,-27.50,7.513,488,0.236,7,0,0,0.096,4
2002,L,CN,192.50,-7.50,21.670,1365,3.657,140,0,0,1.660,61
2002,L,CN,192.50,27.50,21.709,1355,7.201,370,0,0,0,0
2002,L,CN,192.50,32.50,35.448,2832,11.840,533,0,0,0.018,1
2002,L,CN,192.50,37.50,5.768,532,0,0,0,0,0,0
2002,L,CN,192.50,42.50,0.924,106,0,0,0,0,0,0
2002,L,CN,197.50,-27.50,38.001,2007,0.811,23,0,0,0.343,15
2002,L,CN,197.50,-22.50,0.766,51,0.080,2,0,0,0.063,1
2002,L,CN,197.50,-7.50,100.421,6342,19.443,730,0,0,12.974,458
2002,L,CN,197.50,-2.50,2.796,165,0.749,29,0,0,0.906,34
2002,L,CN,197.50,7.50,2.864,165,0.474,12,0,0,1.119,29
2002,L,CN,197.50,17.50,0.863,38,0.839,24,0,0,0,0
2002,L,CN,197.50,27.50,3.918,222,3.637,136,0,0,0,0
2002,L,CN,197.50,32.50,28.163,2389,7.175,338,0,0,0,0
2002,L,CN,197.50,37.50,35.017,3420,0,0,0,0,0,0
2002,L,CN,197.50,42.50,21.718,2096,0,0,0,0,0,0
2002,L,CN,202.50,-42.50,0.790,61,0,0,0,0,0,0
2002,L,CN,202.50,-32.50,1.337,83,0.198,5,0,0,0,0
2002,L,CN,202.50,-27.50,38.463,2478,0.359,12,0,0,0.067,4
2002,L,CN,202.50,-12.50,1.824,97,0.036,1,0,0,0.053,2
2002,L,CN,202.50,32.50,13.463,948,1.267,62,0,0,0,0
2002,L,CN,202.50,37.50,20.253,1330,0.073,1,0,0,0,0
2002,L,CN,207.50,-42.50,0.584,49,0,0,0,0,0,0
2002,L,CN,207.50,-32.50,3.708,225,0.266,5,0,0,0,0
2002,L,CN,207.50,-27.50,9.843,749,0.444,16,0,0,0.188,11
2002,L,CN,207.50,27.50,7.769,863,0,0,0,0,0,0
2002,L,CN,207.50,32.50,24.654,1894,1.109,39,0,0,0,0
2002,L,CN,207.50,37.50,23.878,1991,0.024,1,0,0,0,0
2002,L,CN,212.50,-42.50,0.608,77,0,0,0,0,0,0
2002,L,CN,212.50,-37.50,1.734,110,0,0,0,0,0,0
2002,L,CN,212.50,-32.50,116.535,8047,17.508,525,0,0,8.797,360
2002,L,CN,212.50,-12.50,8.632,604,17.994,540,0,0,10.334,423
2002,L,CN,212.50,-7.50,221.156,15488,824.318,24731,0,0,252.767,10349
2002,L,CN,217.50,-42.50,0.973,97,0,0,0,0,0,0
2002,L,CN,217.50,-12.50,51.064,3574,237.082,7112,0,0,65.898,2697
2002,L,CN,217.50,-7.50,79.757,5589,277.082,8312,0,0,61.034,2499
2002,L,CN,222.50,-42.50,4.146,394,0,0,0,0,0,0
2002,L,CN,222.50,-32.50,20.832,1116,0,0,0,0,0,0
2002,L,CN,222.50,-27.50,12.175,1067,0.620,23,0,0,0.234,13
2002,L,CN,222.50,-12.50,6.079,425,105.410,3162,0,0,23.587,965
2002,L,CN,222.50,-7.50,31.004,2170,377.872,11337,0,0,63.586,2603
2002,L,CN,227.50,-32.50,47.976,3327,2.456,74,0,0,0.122,5
2002,L,CN,227.50,-27.50,3.842,257,0.103,5,0,0,0.022,1
2002,L,CN,227.50,-17.50,92.682,6459,8.511,255,0,0,3.404,140
2002,L,CN,227.50,-12.50,88.657,6084,573.411,17206,0,0,102.177,4185
2002,L,CN,227.50,-7.50,15.198,1065,148.693,4461,0,0,21.520,881
2002,L,FJ,162.50,-12.50,53.783,3272,9.427,378,0,0,17.180,672
2002,L,FJ,167.50,-22.50,20.300,1439,3.129,140,0,0,3.359,132
2002,L,FJ,167.50,-17.50,224.912,14433,48.620,2157,0.134,3,146.146,5582
2002,L,FJ,167.50,-12.50,157.289,10231,22.189,941,0,0,34.208,1433
2002,L,FJ,172.50,-27.50,2.692,195,0.064,3,0,0,0.093,3
2002,L,FJ,172.50,-22.50,371.066,23941,6.727,282,9.928,2549,38.005,1490
2002,L,FJ,172.50,-17.50,1266.883,81058,61.230,2619,2.331,513,267.102,10130
2002,L,FJ,172.50,-12.50,752.969,46870,103.789,4127,2.900,240,161.870,6616
2002,L,FJ,172.50,-7.50,171.845,11733,74.806,2674,0.206,54,70.808,2781
2002,L,FJ,177.50,-27.50,30.039,1947,0.711,37,0.087,19,1.098,35
2002,L,FJ,177.50,-22.50,1158.167,71503,62.934,3142,31.181,5484,163.650,6252
2002,L,FJ,177.50,-17.50,1632.974,99392,201.768,9728,12.476,2379,511.889,19500
2002,L,FJ,177.50,-12.50,1273.332,78324,112.920,4787,9.370,1994,261.178,10070
2002,L,FJ,177.50,-7.50,17.822,1166,4.619,209,0,0,6.098,230
2002,L,FJ,182.50,-27.50,0.080,6,0,0,0,0,0.075,2
2002,L,FJ,182.50,-22.50,108.017,6154,7.970,382,1.253,234,29.553,1376
2002,L,FJ,182.50,-17.50,754.990,43785,88.056,3866,5.860,1255,304.797,13748
2002,L,FJ,182.50,-12.50,69.251,4003,4.015,191,0,0,10.451,396
2002,L,FM,137.50,7.50,0,0,1.048,36,0,0,0.547,27
2002,L,FM,142.50,7.50,0,0,5.322,222,0,0,9.287,463
2002,L,FM,142.50,12.50,0,0,3.761,133,0,0,6.758,378
2002,L,FM,147.50,2.50,0,0,1.185,45,0,0,0.547,25
2002,L,FM,147.50,7.50,0,0,40.464,1422,0,0,23.143,1065
2002,L,FM,147.50,12.50,0,0,10.791,413,0,0,10.016,470
2002,L,FM,152.50,2.50,0,0,0.296,11,0,0,0.935,44
2002,L,FM,152.50,7.50,0,0,19.311,586,0,0,4.610,202
2002,L,FM,157.50,2.50,0,0,6.764,204,0,0,1.896,75
2002,L,FM,157.50,7.50,0,0,348.593,10801,0,0,44.389,1740
2002,L,FM,162.50,2.50,0,0,11.530,333,0,0,6.156,257
2002,L,FM,162.50,7.50,0,0,74.923,2190,0,0,7.206,280
2002,L,FM,167.50,2.50,0,0,87.560,2367,0,0,19.987,799
2002,L,FM,167.50,7.50,0,0,119.306,3223,0,0,22.975,845
2002,L,FM,172.50,2.50,0,0,16.295,424,0,0,2.905,104
2002,L,FM,172.50,7.50,0,0,12.090,318,0,0,2.519,89
2002,L,ID,122.50,-2.50,0,0,812.004,22963,0,0,3611.796,131687
2002,L,ID,122.50,2.50,0,0,609,17221,0,0,2708.856,98768
2002,L,ID,127.50,-2.50,0,0,1218,34443,0,0,5417.700,197534
2002,L,ID,127.50,2.50,0,0,812.004,22963,0,0,3611.796,131687
2002,L,ID,132.50,-2.50,0,0,405.996,11480,0,0,1805.904,65845
2002,L,ID,132.50,2.50,0,0,203.004,5741,0,0,902.952,32923
2002,L,JP,122.50,22.50,2.429,155,0.217,14,0,0,0.738,37
2002,L,JP,122.50,27.50,2.153,138,1.090,41,0,0,3.520,147
2002,L,JP,127.50,7.50,0,0,2.252,73,0,0,0.648,23
2002,L,JP,127.50,12.50,40.085,2568,37.936,2006,0,0,67.467,3304
2002,L,JP,127.50,17.50,269.058,17234,25.835,1635,0,0,45.911,2455
2002,L,JP,127.50,22.50,170.025,10879,22.961,1240,0,0,86.702,3416
2002,L,JP,127.50,27.50,49.639,3220,7.233,379,0,0,63.021,2364
2002,L,JP,132.50,2.50,5.283,375,202.139,6617,0,0,113.536,4198
2002,L,JP,132.50,7.50,1.743,113,88.525,2795,0,0,36.994,1369
2002,L,JP,132.50,12.50,121.972,8162,271.162,11485,0,0,156.104,6877
2002,L,JP,132.50,17.50,501.963,32271,54.389,3985,0,0,108.870,5799
2002,L,JP,132.50,22.50,546.664,34851,89.781,4860,0,0,250.722,9270
2002,L,JP,132.50,27.50,3170.003,201465,181.217,10085,0,0,272.777,10589
2002,L,JP,132.50,32.50,3627.072,230359,169.205,9987,0,0,202.595,6579
2002,L,JP,132.50,37.50,0.161,10,0.041,3,0,0,0.453,13
2002,L,JP,137.50,2.50,3.219,207,71.005,2332,0,0,29.996,1111
2002,L,JP,137.50,7.50,0.020,1,6.329,201,0,0,4.443,156
2002,L,JP,137.50,12.50,39.051,2509,7.918,643,0,0,19.457,972
2002,L,JP,137.50,17.50,400.071,25668,51.503,3982,0,0,109.531,5827
2002,L,JP,137.50,22.50,181.360,11639,30.101,1626,0,0,89.820,3225
2002,L,JP,137.50,27.50,850.590,53997,48.579,3085,0,0,31.271,1429
2002,L,JP,137.50,32.50,2396.456,152120,144.460,8794,0,0,59.788,2063
2002,L,JP,142.50,2.50,0.440,28,313.187,8248,0,0,155.093,6031
2002,L,JP,142.50,7.50,0.060,4,45.732,1211,0,0,10.821,410
2002,L,JP,142.50,12.50,17.745,1127,8.246,509,0,0,5.915,298
2002,L,JP,142.50,17.50,101.885,6469,19.718,1285,0,0,36.937,1900
2002,L,JP,142.50,22.50,87.141,5531,8.429,488,0,0,70.596,3610
2002,L,JP,142.50,27.50,879.366,55820,71.817,4675,0,0,42.892,2400
2002,L,JP,142.50,32.50,1390.975,88295,581.019,25402,0,0,60.273,2830
2002,L,JP,142.50,37.50,283.251,17980,488.783,15082,0,0,11.356,434
2002,L,JP,142.50,42.50,0.063,4,0.034,1,0,0,0,0
2002,L,JP,147.50,-2.50,0,0,0.620,22,0,0,0.196,8
2002,L,JP,147.50,2.50,0.181,11,917.774,24300,0,0,542.152,20513
2002,L,JP,147.50,7.50,0.121,8,179.769,4715,0,0,30.288,1084
2002,L,JP,147.50,12.50,1.483,94,7.790,478,0,0,4.269,187
2002,L,JP,147.50,17.50,28.726,1824,3.551,196,0,0,13.809,567
2002,L,JP,147.50,22.50,122.310,7764,13.113,754,0,0,52.426,2414
2002,L,JP,147.50,27.50,107.215,6805,9.886,609,0,0,15.674,800
2002,L,JP,147.50,32.50,206.458,13104,196.444,6864,0,0,7.703,308
2002,L,JP,147.50,37.50,112.723,7155,334.683,10270,0,0,6.928,235
2002,L,JP,152.50,-47.50,0.095,6,0,0,0,0,0,0
2002,L,JP,152.50,-42.50,1790.216,113638,67.828,2407,0,0,28.253,1153
2002,L,JP,152.50,-37.50,322.604,20478,22.544,800,0,0,5.906,241
2002,L,JP,152.50,-7.50,0.016,1,1.071,38,0,0,6.249,255
2002,L,JP,152.50,2.50,0.607,38,642.094,16815,0,0,607.182,23971
2002,L,JP,152.50,7.50,0.032,2,104.054,2726,0,0,58.518,2286
2002,L,JP,152.50,12.50,49.878,3166,14.130,880,0,0,20.611,1072
2002,L,JP,152.50,17.50,408.750,25946,57.125,3246,0,0,156.786,6975
2002,L,JP,152.50,22.50,117.991,7489,16.657,879,0,0,68.825,3036
2002,L,JP,152.50,27.50,100.596,6386,7.311,455,0,0,3.635,179
2002,L,JP,152.50,32.50,239.679,15214,221.199,8446,0,0,11.584,434
2002,L,JP,152.50,37.50,218.338,13859,600.290,17914,0,0,24.931,854
2002,L,JP,152.50,42.50,0.016,1,0,0,0,0,0,0
2002,L,JP,157.50,-42.50,103.408,6564,6.312,224,0,0,2.598,106
2002,L,JP,157.50,-37.50,491.593,31205,64.362,2284,0,0,7.646,312
2002,L,JP,157.50,-32.50,48.711,3092,16.176,574,0,0,1.005,41
2002,L,JP,157.50,-27.50,19.520,1239,4.622,164,0,0,35.923,1466
2002,L,JP,157.50,-17.50,12.257,778,3.324,118,0,0,31.047,1267
2002,L,JP,157.50,-12.50,80.912,5136,56.641,2010,0,0,248.154,10127
2002,L,JP,157.50,-7.50,31.271,2058,104.772,3718,0,0,466.293,19029
2002,L,JP,157.50,-2.50,1.340,85,12.033,427,0,0,38.693,1579
2002,L,JP,157.50,2.50,6.223,395,822.731,21939,0,0,746.493,28680
2002,L,JP,157.50,7.50,0.190,12,69.131,1817,0,0,27.520,1048
2002,L,JP,157.50,12.50,116.341,7385,13.784,863,0,0,73.126,3339
2002,L,JP,157.50,17.50,194.983,12377,26.684,1617,0,0,56.152,2649
2002,L,JP,157.50,22.50,93.672,5946,8.430,550,0,0,15.311,819
2002,L,JP,157.50,27.50,94.527,6001,7.038,441,0,0,2.869,154
2002,L,JP,157.50,32.50,139.327,8844,116.505,3913,0,0,6.798,230
2002,L,JP,157.50,37.50,172.690,10962,1843.511,51424,0,0,66.273,2183
2002,L,JP,157.50,42.50,0.047,3,0,0,0,0,0,0
2002,L,JP,162.50,-42.50,0.016,1,0,0,0,0,0,0
2002,L,JP,162.50,-37.50,245.142,15561,107.253,3806,0,0,28.572,1166
2002,L,JP,162.50,-32.50,105.849,6719,54.162,1922,0,0,10.832,442
2002,L,JP,162.50,-27.50,528.960,33577,175.081,6213,0,0,267.759,10927
2002,L,JP,162.50,-22.50,7.168,455,0.197,7,0,0,4.214,172
2002,L,JP,162.50,-17.50,12.934,821,4.254,151,0,0,20.976,856
2002,L,JP,162.50,-12.50,78.231,4966,35.535,1261,0,0,174.519,7122
2002,L,JP,162.50,-7.50,29.979,1825,60.746,1833,0,0,177.712,7176
2002,L,JP,162.50,-2.50,30.868,1908,890.879,24439,0,0,1397.188,55880
2002,L,JP,162.50,2.50,9.172,582,543.711,15035,0,0,533.615,20086
2002,L,JP,162.50,7.50,0.237,15,71.772,2010,0,0,31.963,1154
2002,L,JP,162.50,12.50,2.442,155,0.954,45,0,0,1.207,52
2002,L,JP,162.50,17.50,194.983,12377,39.854,1839,0,0,46.022,1877
2002,L,JP,162.50,22.50,129.700,8233,33.114,1278,0,0,23.995,909
2002,L,JP,162.50,27.50,107.329,6813,52.687,1906,0,0,7.795,283
2002,L,JP,162.50,32.50,131.306,8335,130.645,4486,0,0,8.134,216
2002,L,JP,162.50,37.50,112.208,7122,339.694,10631,0,0,16.950,454
2002,L,JP,162.50,42.50,0.882,56,0.479,17,0,0,0,0
2002,L,JP,167.50,-42.50,0.173,11,0,0,0,0,0,0
2002,L,JP,167.50,-37.50,4.711,299,1.071,38,0,0,1.274,52
2002,L,JP,167.50,-32.50,19.897,1263,14.118,501,0,0,5.979,244
2002,L,JP,167.50,-27.50,2.017,128,0.930,33,0,0,0.025,1
2002,L,JP,167.50,-12.50,5.341,339,2.903,103,0,0,8.136,332
2002,L,JP,167.50,-7.50,116.471,7543,217.221,6053,0,0,214.973,8685
2002,L,JP,167.50,-2.50,25.844,1659,389.320,10382,0,0,441.511,17654
2002,L,JP,167.50,2.50,3.214,204,674.564,19129,0,0,217.788,8009
2002,L,JP,167.50,7.50,0.993,63,363.426,10162,0,0,86.325,3157
2002,L,JP,167.50,12.50,0,0,0.042,2,0,0,0.025,1
2002,L,JP,167.50,17.50,2.457,156,0.509,23,0,0,0.465,17
2002,L,JP,167.50,22.50,145.265,9221,55.942,2186,0,0,12.520,501
2002,L,JP,167.50,27.50,141.576,8987,99.994,3589,0,0,8.681,306
2002,L,JP,167.50,32.50,159.364,10116,209.013,7082,0,0,16.805,438
2002,L,JP,167.50,37.50,97.910,6215,298.555,9441,0,0,10.530,281
2002,L,JP,167.50,42.50,1.134,72,1.876,66,0,0,0.147,6
2002,L,JP,172.50,-32.50,4.600,292,1.324,47,0,0,0.956,39
2002,L,JP,172.50,-27.50,51.940,3297,37.480,1330,0,0,12.424,507
2002,L,JP,172.50,-17.50,1.528,97,0.197,7,0,0,0.417,17
2002,L,JP,172.50,-12.50,24.938,1583,8.171,290,0,0,18.845,769
2002,L,JP,172.50,-7.50,147.809,9615,208.872,5577,0,0,182.214,7301
2002,L,JP,172.50,-2.50,26.146,1692,743.917,19420,0,0,518.888,20670
2002,L,JP,172.50,2.50,12.588,799,1261.288,33376,0,0,517.550,19815
2002,L,JP,172.50,7.50,3.103,197,335.493,9474,0,0,97.799,3462
